"Animal","Caption","Age","Depicts_research","Want_as_pet","Seen_in_real_world","Support_conservation","One_word_comment"
"gorilla","no context",70,4,2,1,2,"wildlife"
"loris","no context",44,5,4,4,4,"nice"
"gorilla","informative",25,5,4,1,4,"I Like Gorillas It is attached to human"
"loris","no context",30,5,1,1,1,"Disgusting"
"loris","no context",30,5,1,1,1,"Disgusting"
"gorilla","informative",37,5,4,5,4,"fearless"
"gorilla","informative",37,5,4,5,4,"fearless"
"loris","no context",34,5,2,2,4,"conservation"
"loris","informative",34,4,4,4,4,"heartful work"
"gorilla","informative",27,5,1,1,1,"nature"
"gorilla","no context",57,4,4,4,4,"Good"
"loris","no context",67,4,2,4,1,"Like"
"gorilla","no context",30,5,5,4,4,"I think wildlife conservation is important"
"loris","no context",28,4,4,2,5,"cute"
"loris","no context",30,1,4,4,4,"TARSIER"
"loris","no context",34,3,5,1,4,"cute"
"gorilla","no context",34,4,4,4,4,"fun"
"loris","informative",65,4,1,1,1,"Oh"
"loris","no context",64,4,1,2,1,"Sad"
"loris","no context",30,5,4,5,5,"Cute"
"loris","no context",22,4,3,4,4,"cute"
"loris","no context",38,5,4,1,4,"Helped the animal to living"
"gorilla","no context",35,4,2,4,4,"Forest"
"gorilla","informative",32,5,5,5,5,"nice"
"loris","no context",46,3,1,1,4,"weird"
"loris","informative",33,3,1,2,4,"Laboratory "
"gorilla","informative",35,3,2,4,4,"Gorilla"
"loris","informative",48,5,3,2,5,"Compassion"
"loris","no context",31,5,5,5,4,"SUNDA SLOW LORIS"
"gorilla","informative",32,4,5,5,4,"love"
"gorilla","no context",30,4,4,5,5,"monky"
"gorilla","informative",31,4,4,3,4,"MOUNTAIN GORILLAS"
"loris","no context",33,5,2,1,4,"cute"
"gorilla","no context",34,5,1,1,2,"mighty"
"gorilla","no context",27,4,4,4,4,"Save Wildanimals"
"gorilla","informative",35,4,4,1,5,"Nature"
"loris","informative",30,4,5,4,5,"it is dream"
"loris","informative",60,4,1,1,2,"research"
"loris","informative",37,5,5,5,5,"energetic"
"gorilla","informative",34,5,5,4,4,"NICE PICTURE"
"loris","no context",35,2,5,4,4,"nature"
"gorilla","informative",30,3,4,4,5,"NICE"
"gorilla","informative",30,1,5,5,2,"GOOD"
"gorilla","no context",25,5,4,5,5,"good"
"loris","no context",25,5,4,4,4,"Beautiful"
"loris","no context",35,4,4,4,4,"good"
"loris","informative",28,4,1,2,5,"Cute"
"loris","no context",34,4,5,4,4,"LOVE PETS"
"gorilla","no context",23,4,1,1,3,"Nature"
"loris","informative",30,4,4,4,4,"animals"
"loris","no context",50,5,3,1,5,"Adorable"
"loris","no context",23,4,4,4,4,"childbaby"
"loris","informative",46,4,2,1,4,"Weird"
"gorilla","informative",40,5,5,4,5,"amzing "
"loris","no context",66,3,2,2,4,"Cute"
"gorilla","no context",35,4,5,4,5,"GORILLA"
"loris","informative",27,4,4,4,3,"All animals were properly handled"
"gorilla","informative",52,3,1,2,3,"Photoshopped"
"gorilla","informative",24,4,2,4,2,"love "
"gorilla","no context",31,5,4,5,5,"happy"
"loris","no context",44,4,5,5,4,"nice"
"gorilla","no context",27,5,4,4,2,"NO"
"loris","informative",33,4,1,1,3,"Cute"
"gorilla","no context",25,4,4,5,4,"Gorilla"
"loris","no context",69,4,1,1,5,"Cute"
"gorilla","no context",25,5,4,4,4,"cute pet"
"gorilla","informative",35,4,4,5,5,"Enjoy in park"
"loris","informative",22,5,2,1,3,"Conservation"
"loris","no context",25,4,4,5,4,"goods"
"loris","informative",25,5,5,5,5,"NICE"
"loris","informative",25,5,4,4,4,"CUTE"
"loris","informative",59,4,4,4,3,"LEMUR"
"loris","informative",29,5,4,4,5,"primatologist"
"gorilla","informative",25,4,4,4,4,"this post is rare to see"
"loris","informative",32,5,5,5,5,"nice"
"gorilla","informative",21,5,5,4,5,"I Am very happy to see this post"
"loris","no context",25,4,4,3,4,"its one of the different animal"
"loris","informative",62,5,2,2,5,"Adorable"
"gorilla","informative",29,5,5,5,5,"kingkong"
"loris","no context",26,5,5,4,5,"Good ones"
"gorilla","no context",30,4,4,4,4,"good"
"loris","informative",33,5,2,4,3,"Interesting"
"loris","informative",45,5,4,5,4,"nice"
"loris","informative",45,3,1,1,3,"hilarious eyes"
"gorilla","informative",38,5,1,1,3,"Gorilla"
"gorilla","informative",50,4,2,4,4,"gorilla sitting in the forest"
"gorilla","no context",34,4,1,1,5,"GOOD"
"gorilla","no context",24,5,4,5,4,"Mountain Gorila"
"gorilla","no context",24,1,1,1,4,"Narcissist"
"loris","informative",30,5,4,4,5,"Lemurs"
"gorilla","informative",60,4,5,5,5,"the man see tha animal and the animal see tha man"
"loris","no context",30,5,5,5,5,"Rescued monkeys"
"loris","informative",27,2,1,1,4,"safe"
"loris","informative",39,4,3,4,4,"All animals were captured and handled safely and humanely for research with the proper permits and training"
"loris","informative",32,4,2,2,2,"vulnerable"
"gorilla","informative",23,4,1,1,1,"wildlife"
"gorilla","informative",30,5,5,4,4,"very good"
"gorilla","no context",36,5,5,2,4,"fear"
"gorilla","no context",53,4,2,4,5,"Amazing"
"loris","informative",25,4,4,4,3,"THIS ANIMAL IS LOOK GOOD"
"gorilla","no context",25,4,4,4,4,"NICE"
"loris","informative",65,3,3,3,4,"thrill"
"gorilla","informative",30,4,3,5,4,"We Recognize Words as Pictures "
"gorilla","no context",34,4,2,4,4,"gorilla"
"loris","informative",37,5,4,3,4,"Monkey"
"loris","informative",37,5,4,3,4,"Monkey"
"loris","no context",56,4,2,4,4,"Monkey"
"loris","no context",56,4,2,4,4,"Monkey"
"gorilla","informative",20,4,4,4,5,"Let them live freely and never ruined therit living places"
"loris","no context",47,4,1,1,3,"caretaking"
"gorilla","informative",61,4,1,1,5,"wildlife"
"gorilla","no context",26,4,4,4,4,"very nice research"
"loris","informative",30,4,4,4,4,"Slow loris"
"gorilla","informative",30,4,4,4,4,"good"
"gorilla","informative",30,4,4,4,4,"good"
"gorilla","no context",39,4,5,4,4,"Jessd"
"loris","no context",25,1,4,4,4,"animal"
"loris","informative",32,5,1,1,5,"Thankful "
"loris","informative",31,4,4,1,5,"Cute"
"gorilla","informative",30,5,4,4,5,"love"
"gorilla","informative",39,4,4,4,4,"King Kong"
"loris","no context",47,5,5,4,4,"its animal"
"gorilla","informative",38,4,4,4,4,"corilla"
"loris","no context",61,4,1,1,1,"ugly"
"gorilla","no context",51,4,4,4,4,"like so much for animal so me also see the natural or animals"
"loris","informative",30,4,5,4,4,"INTERACTION"
"gorilla","informative",24,4,1,2,5,"Protection"
"loris","no context",26,4,5,4,5,"Wildlife research"
"loris","no context",60,4,1,1,4,"sad"
"loris","no context",25,4,1,4,3,"Concerned"
"loris","informative",31,3,5,5,5,"This world is not only for humans"
"loris","no context",26,4,4,4,4,"Animals protected them"
"gorilla","informative",32,2,1,1,2,"its amazing picture"
"loris","no context",32,5,5,5,5,"SAVE WILDLIFE "
"loris","no context",28,4,5,5,5,"Save the Animals"
"gorilla","informative",53,5,1,1,4,"dangerous"
"loris","informative",30,4,4,4,4,"good"
"loris","no context",68,1,4,1,5,"sad"
"loris","informative",22,4,4,4,4,"its small animal very cute"
"gorilla","informative",32,4,1,1,4,"Elegant"
"loris","informative",32,5,2,1,4,"Cute"
"loris","informative",34,4,5,5,5,"good "
"gorilla","no context",25,5,5,5,4,"it looks like cute"
"loris","informative",27,4,4,5,4,"Animals save"
"loris","informative",27,4,4,5,4,"Animals save"
"loris","informative",27,4,4,5,4,"Animals save"
"loris","informative",27,4,4,5,4,"Animals save"
"loris","informative",55,4,4,4,4,"nice"
"loris","informative",28,4,4,5,4,"ALL ANIMALS WERE CAPTURED AND HANDLED"
"loris","no context",44,4,4,4,5,"animal pics"
"loris","no context",71,3,1,1,4,"mouse"
"loris","informative",52,5,5,5,5,"PRIMATOLOGIST"
"loris","informative",36,4,1,2,3,"HELPFUL"
"loris","no context",56,4,1,2,2,"malnourished"
"gorilla","no context",25,5,4,1,5,"nature"
"loris","informative",64,4,1,1,4,"scrawny"
"loris","no context",34,4,4,4,4,"nice post i like this post"
"gorilla","no context",30,4,4,4,4,"good"
"loris","no context",36,5,1,5,5,"Gross"
"loris","informative",22,4,5,5,5,"sad"
"loris","no context",42,5,5,4,4,"IT IS DREAM"
"gorilla","no context",23,4,4,4,4,"danger money"
"loris","no context",30,4,3,4,4,"cute animal"
"loris","informative",28,4,5,5,4,"research"
"gorilla","no context",37,4,4,4,4,"WILDLIFE"
"gorilla","informative",28,4,1,5,5,"nature"
"gorilla","no context",37,3,3,4,4,"MOUNTAIN GORIALLA "
"gorilla","no context",49,5,5,4,4,"Mountain gorilla"
"gorilla","no context",33,4,1,2,4,"Nature"
"gorilla","informative",54,5,2,3,5,"Gorilla in the forest"
"gorilla","no context",30,5,5,5,5,"nothing"
"gorilla","no context",30,5,5,5,5,"nothing"
"loris","no context",32,4,4,4,5,"A Good Pet"
"loris","no context",32,4,4,4,5,"A Good Pet"
"gorilla","informative",35,4,4,4,4,"ANIMAL ARE Disgusting"
"loris","informative",49,4,1,1,1,"creepy"
"loris","informative",25,5,5,5,5,"good"
"gorilla","informative",49,4,1,3,4,"Curiousity"
"gorilla","no context",67,5,2,4,5,"Excellent "
"gorilla","no context",36,5,1,4,3,"Gorilla"
"loris","no context",36,3,2,2,4,"nothing"
"gorilla","no context",24,4,5,3,5,"humanity"
"gorilla","no context",32,4,5,5,4,"Wild Animal"
"gorilla","informative",31,4,4,4,4,"Fear"
"gorilla","informative",66,4,4,4,3,"Panda is beautifull"
"loris","informative",42,3,3,3,4,"Cute"
"loris","no context",25,4,4,4,4,"small monkey"
"loris","no context",35,5,4,1,4,"adorable"
"gorilla","informative",31,4,4,4,4,"POST ON INSTAGRAM"
"loris","no context",57,4,1,1,5,"confusing"
"loris","no context",57,4,1,1,5,"confusing"
"gorilla","no context",30,4,5,4,5,"kingkong movie"
"gorilla","no context",30,4,5,4,5,"kingkong movie"
"gorilla","informative",42,3,2,5,4,"Gorilla"
"loris","informative",25,4,3,3,3,"cute"
"loris","no context",30,4,4,3,4,"when i see it was totally different animals"
"loris","no context",29,4,4,4,4,"good"
"loris","no context",29,4,4,4,4,"good"
"loris","informative",59,2,2,1,2,"experiment"
"loris","informative",59,2,2,1,2,"experiment"
"loris","no context",53,5,5,4,4,"Wildlife"
"loris","informative",30,5,5,5,5,"good"
"loris","informative",31,2,1,1,3,"Wild"
"loris","informative",30,4,4,4,4,"animal"
"loris","informative",62,5,4,5,5,"jessd"
"gorilla","no context",45,5,5,5,5,"save animals"
"loris","no context",25,4,4,4,4,"animal"
"gorilla","no context",39,4,4,5,4,"Mountain gorilla"
"gorilla","no context",31,4,1,2,5,"raw"
"gorilla","informative",23,2,4,2,4,"Animals are protecting them"
"gorilla","no context",35,5,4,5,5,"Cute"
"loris","no context",50,5,5,4,5,"weak"
"gorilla","no context",30,5,5,4,5,"good"
"loris","no context",34,5,5,5,5,"Good"
"gorilla","informative",25,5,5,5,4,"clam"
"gorilla","informative",32,4,4,5,4,"LIKE"
"gorilla","informative",25,4,4,5,4,"I love gorilla it is very attractive"
"gorilla","no context",56,4,1,1,5,"interesting"
"loris","no context",69,5,5,4,4,"when i see the different type of animal"
"gorilla","no context",63,4,1,2,2,"Careful "
"gorilla","informative",47,4,5,5,5,"GORILLA"
"gorilla","no context",27,3,1,1,2,"Cute"
"gorilla","no context",35,5,1,2,4,"amazing"
"gorilla","informative",38,4,5,5,4,"MOUNTAIN GORILLA"
"loris","informative",37,5,5,5,5,"animal love"
"loris","no context",40,4,4,4,4,"FEEL HAPPY TO SEE THE "
"gorilla","no context",26,3,1,2,2,"Gorilla"
"gorilla","informative",25,4,4,4,4,"Gorilla"
"gorilla","no context",35,4,2,5,5,"Characteristics of animals"
"loris","informative",50,4,5,1,4,"cute"
"gorilla","informative",35,4,4,4,4,"all animal's for absolver the   humaa"
"loris","no context",40,5,5,5,5,"Andrea DiGiorgio"
"loris","informative",38,5,1,1,2,"Eyes"
"loris","informative",38,4,2,1,1,"Cute"
"loris","informative",64,3,1,1,5,"Responsibility"
"gorilla","no context",30,5,4,4,5,"Mountain gorilla"
"gorilla","informative",25,4,4,4,4,"safehandling"
"loris","informative",25,4,5,4,4,"Torture"
"gorilla","informative",29,4,4,5,5,"pet"
"loris","informative",36,4,5,4,4,"protect animal species"
"gorilla","no context",25,4,4,4,4,"Funny"
"loris","no context",38,4,1,1,4,"odd"
"loris","no context",44,4,4,4,4,"rohan gunatillake"
"gorilla","no context",36,3,1,1,2,"Nature"
"gorilla","informative",29,1,5,4,4,"threathening"
"gorilla","no context",27,5,4,4,4,"crazy gorilla"
"loris","informative",34,4,4,4,4,"SO GOOD"
"loris","informative",40,4,5,5,4,"WILDLIFE"
"loris","no context",25,4,4,4,4,"In this post the animal sitting calmly"
"gorilla","no context",28,4,1,2,4,"Nature "
"gorilla","informative",25,4,5,5,4,"interesting"
"gorilla","informative",52,4,1,1,4,"majestic"
"gorilla","informative",25,5,5,5,5,"Research"
"gorilla","informative",27,3,2,2,4,"Beauty "
"loris","informative",30,4,4,5,4,"good"
"loris","no context",25,5,5,5,5,"Research Subject"
"gorilla","informative",38,4,4,5,4,"friendship"
"loris","no context",25,4,2,4,5,"animals are living good"
"loris","no context",42,1,1,1,2,"Cute"
"gorilla","no context",23,3,1,2,3,"Indifferent"
"gorilla","informative",59,4,4,5,1,"humanity"
"gorilla","informative",57,4,4,5,5,"gorilla"
"gorilla","no context",25,4,5,5,4,"Gorilla is a very helpful in person"
"gorilla","informative",25,4,4,1,4,"TRAINED GORILLA"
"gorilla","no context",52,4,1,2,2,"dangerous"
"loris","informative",39,4,2,1,2,"Rare"
"gorilla","informative",35,5,5,5,5,"yes"
"loris","no context",25,3,2,4,4,"slender"
"loris","no context",25,4,4,4,4,"wild life images"
"loris","no context",61,4,2,1,5,"Creepy"
"loris","informative",25,4,4,5,4,"all animals were capture and handle safely"
"loris","no context",25,4,4,4,5,"I also want to make a good pet to maintain like this "
"gorilla","no context",56,4,5,5,4,"Satisfaction"
"gorilla","no context",29,4,5,5,5,"nice"
"loris","informative",40,4,4,4,4,"dream job"
"loris","no context",30,4,4,4,4,"animal"
"gorilla","informative",35,2,3,2,4,"I love animals Gorillas look like good animal "
"gorilla","informative",38,3,4,5,4,"GOOD AND BEAUTIFUL AND ALL ANIMALS SAFE"
"loris","no context",25,4,3,4,5,"slender"
"loris","no context",35,4,4,5,5,"weird"
"gorilla","informative",31,4,5,4,4,"Wlid life love"
"loris","no context",36,3,4,4,4,"good habit animal"
"gorilla","informative",50,5,5,3,5,"HE LOOKS VERY CONCERN ABOUT GORILLAS"
"gorilla","no context",35,3,1,3,4,"warily"
"loris","informative",59,1,1,1,1,"creepy"
"loris","no context",39,5,5,4,4,"Me with my research subject"
"gorilla","informative",30,4,4,4,4,"Gorilla"
"gorilla","informative",27,4,4,4,4,"In this post the man and the gorilla looking together"
"loris","informative",44,4,3,4,5,"save animals"
"gorilla","informative",65,5,1,1,3,"Peacefull"
"gorilla","no context",32,4,4,4,4,"Big"
"gorilla","no context",25,4,4,4,4,"nice"
"gorilla","informative",47,4,1,4,2,"Observing "
"gorilla","informative",56,4,2,4,5,"this animial was good habit animial"
"loris","informative",38,5,2,2,3,"Sweet"
"gorilla","informative",35,4,4,4,4,"Joyfulness"
"gorilla","informative",35,4,1,4,2,"Wild"
"gorilla","no context",35,4,2,4,4,"nature"
"loris","informative",30,4,4,4,4,"animal"
"loris","no context",67,4,1,1,4,"crazy eyes"
"gorilla","no context",31,4,2,4,4,"gorilla"
"gorilla","informative",34,4,4,4,4,"the animals are very beautyful"
"loris","no context",30,4,5,4,5,"animals"
"gorilla","no context",37,4,4,4,5,"Me with a mountain gorilla"
"loris","informative",29,4,4,4,4,"GOOD"
"loris","informative",45,4,4,3,5,"GOOD"
"loris","informative",27,4,4,4,4,"small animal"
"gorilla","no context",27,5,1,1,5,"Nature"
"loris","no context",42,4,2,4,2,"happly"
"gorilla","informative",52,5,3,2,4,"Exciting"
"loris","informative",32,3,4,4,4,"unusual"
"loris","no context",60,2,3,5,4,"good"
"loris","no context",67,5,1,1,1,"cute"
"loris","no context",42,4,2,4,4,"standing animal"
"loris","informative",35,4,4,4,4,"monkey"
"gorilla","informative",43,5,1,1,3,"Scary"
"gorilla","no context",62,5,4,5,4,"post was see inloving"
"loris","informative",33,5,5,5,5,"animals are very friendly"
"gorilla","informative",30,5,4,4,5,"mountain gorilla"
"loris","no context",56,5,4,4,5,"Friendly"
"gorilla","no context",25,3,3,4,4,"KINGKONG"
"gorilla","informative",26,4,4,4,4,"Research"
"loris","informative",67,2,2,2,2,"creepy"
"gorilla","no context",32,4,4,4,4,"Research"
"loris","informative",54,4,2,1,5,"protect"
"gorilla","no context",70,1,1,1,1,"Danger"
"gorilla","no context",26,4,4,4,2,"GORILLA"
"gorilla","informative",25,4,2,4,4,"Gorilla was very  rare animal to see this post happy"
"gorilla","informative",31,4,4,4,4," All animals are cared for safely"
"loris","informative",46,4,4,4,4,"Good"
"gorilla","no context",52,4,1,2,2,"awesome"
"loris","no context",51,4,1,1,2,"innocence"
"loris","no context",25,4,4,5,5,"cute"
"gorilla","no context",36,2,1,2,4,"Gorilla "
"gorilla","no context",35,4,4,3,4,"Gorilla"
"loris","no context",29,4,4,4,4,"wildlife"
"loris","no context",25,4,5,5,5,"slender"
"gorilla","no context",38,5,5,5,5,"five"
"loris","informative",20,4,3,2,3,"Helpless"
"loris","informative",25,4,4,4,5,"small monkey"
"gorilla","informative",49,2,4,3,4,"HUMANITY"
"loris","no context",25,4,4,5,4,"I think this post is great to see"
"loris","informative",25,4,4,4,4,"Caring"
"gorilla","informative",41,5,1,1,4,"friendly"
"gorilla","informative",38,4,3,4,3,"animals"
"gorilla","informative",26,4,4,4,4,"research"
"gorilla","informative",48,5,1,1,2,"Zoo"
"gorilla","no context",49,4,1,1,4,"APE"
"loris","informative",26,5,3,4,4,"wildlife"
"loris","informative",21,4,3,4,4,"Wildlife conservation"
"loris","informative",53,4,5,4,4,"Save Wild Animals"
"gorilla","no context",53,4,1,1,5,"Jane Goodall"
"loris","no context",25,4,4,5,4,"Smart"
"loris","no context",50,4,4,4,4,"ITS VERY DIFFERENT"
"gorilla","no context",45,4,4,4,4,"connection"
"gorilla","informative",25,4,4,4,4,"gorilla"
"loris","no context",40,5,5,5,5,"very intersting"
"gorilla","no context",51,4,4,4,3,"this picture is nice"
"gorilla","informative",30,4,5,4,4,"gorilla"
"loris","informative",36,4,5,4,4,"training permits"
"loris","no context",30,5,4,5,5,"moncky is not healthy"
"loris","informative",24,4,4,5,4,"Research"
"loris","no context",25,2,4,4,4,"MANGOOES"
"loris","informative",61,3,4,4,4,"Looking at this post makes me feel like my pet is twenty years old at home and I love it"
"gorilla","informative",33,4,4,5,5,"Observation"
"loris","informative",25,2,2,2,4,"clam"
"loris","no context",54,3,1,1,4,"Scared"
"gorilla","informative",75,4,1,1,1,"Acceptance"
"gorilla","informative",25,5,5,5,5,"nice"
"gorilla","informative",25,5,2,4,4,"gorilla"
"gorilla","informative",25,5,5,4,5,"very cute"
"gorilla","informative",40,4,4,5,4,"nasural"
"gorilla","informative",48,5,5,5,5,"gorilla"
"loris","no context",52,4,4,5,4,"Satisfaction"
"gorilla","no context",32,4,2,4,4,"like"
"gorilla","no context",51,2,1,1,4,"smug"
"loris","no context",56,4,4,4,4,"TERRIFIC"
"loris","no context",40,4,5,5,5,"goods"
"loris","no context",28,4,4,4,4,"this is animal is cute and come to my mind this is monkey"
"gorilla","informative",54,4,3,3,4,"Gorilla"
"loris","no context",25,4,4,4,4,"CARE"
"gorilla","informative",26,4,4,4,4,"Mountain Gorillas"
"gorilla","no context",32,4,5,5,5,"gorilla"
"loris","informative",47,4,1,1,4,"cute"
"loris","informative",56,4,5,4,4,"Wildlife"
"gorilla","no context",39,3,1,2,5,"love"
"loris","informative",47,3,3,2,4,"cute"
"gorilla","informative",30,4,4,4,4,"gorilla"
"loris","no context",30,2,5,4,5,"GOOD FEEL"
"loris","informative",25,4,4,4,4,"none"
"loris","no context",54,4,4,4,4,"injured"
"loris","informative",20,4,4,4,4,"happy"
"gorilla","informative",44,4,1,2,5,"Love"
"gorilla","no context",60,5,2,4,4,"Natural"
"loris","informative",60,4,4,4,5,"The image is beautiful animals"
"loris","no context",37,4,4,4,4,"VERY NICE AND BEATYFUL ANIMAL"
"gorilla","no context",33,3,4,3,3,"monkey"
"loris","no context",58,4,4,4,4,"i like this animal"
"loris","informative",25,4,4,4,5,"The post is very nice"
"gorilla","no context",20,4,4,4,4,"HE IS SEEING AND RESEARCH TO MONKY"
"loris","no context",33,4,1,2,1,"boring"
"loris","no context",35,4,4,5,4,"Sad"
"gorilla","no context",33,4,4,4,4,"gorrilla"
"loris","no context",40,5,5,5,5,"WILDLIFE"
"gorilla","informative",27,5,1,1,4,"Signal"
"loris","no context",42,4,2,1,2,"disturbing"
"gorilla","informative",56,4,4,4,5,"animals are observed safetly"
"gorilla","informative",40,1,1,1,2,"leave wild animals alone"
"gorilla","informative",36,4,4,4,4,"Nice picture"
"loris","informative",30,5,4,5,4,"good"
"loris","informative",66,4,5,4,4,"Pity"
"loris","informative",24,4,3,4,4,"THIS ANIMAL IS SO CUTE"
"loris","informative",43,4,2,2,5,"adorable"
"loris","informative",25,4,4,4,4,"ITS LOOK GOOD"
"gorilla","informative",30,5,5,5,5,"good"
"loris","no context",30,4,4,4,4,"animal"
"loris","informative",26,4,4,4,4,"post"
"gorilla","informative",54,4,1,4,4,"sad"
"loris","informative",44,4,1,1,5,"sad"
"gorilla","informative",25,4,1,2,1,"gorillas image is not real"
"loris","informative",32,4,5,4,5,"All wild animals are handle safely and captured for research scientist"
"gorilla","no context",35,5,3,4,4,"MOUNTAIN GORILLA"
"gorilla","no context",25,4,2,2,3,"Adorable"
"loris","no context",25,4,4,4,4," interesting"
"loris","no context",40,5,4,5,4,"WILDLIFE"
"gorilla","no context",39,4,4,4,4,"yes"
"gorilla","informative",35,4,5,4,2,"gorilla look"
"gorilla","informative",25,4,4,4,4,"Human with mountain gorilla"
"loris","no context",52,4,3,1,2,"cute"
"gorilla","no context",57,4,5,5,4,"jessd"
"gorilla","no context",25,5,5,5,5,"Gorilla is a very helpful pet"
"gorilla","informative",45,4,4,4,4,"Animals are protected them"
"loris","no context",30,5,5,4,4," that man is a scientist"
"gorilla","no context",46,4,4,4,5,"NICE"
"gorilla","no context",40,2,1,1,4,"unusual"
"gorilla","informative",29,2,1,1,4,"Nature"
"loris","informative",25,4,4,4,5,"clam"
"gorilla","no context",23,5,5,5,5,"Pity"
"gorilla","informative",42,5,3,4,4,"nice picture"
"gorilla","informative",30,5,1,4,4,"Inspiring"
"loris","no context",27,4,2,2,4,"Cute"
"gorilla","no context",30,4,4,4,4,"good"
"gorilla","no context",53,4,4,4,4,"good"
"loris","informative",43,4,4,4,5,"ENJOYABLE"
"loris","no context",32,5,5,5,5,"research"
"loris","informative",34,3,4,3,4,"very nice and buttyful animal"
"loris","informative",65,5,1,1,1,"ugly"
"loris","no context",51,4,4,4,4,"good"
"gorilla","informative",36,4,1,1,4,"Dangerous "
"loris","no context",35,4,4,4,4,"intresting"
"gorilla","no context",36,5,5,5,4,"Wildlife "
"gorilla","no context",26,4,5,3,5,"Amazing"
"loris","informative",46,4,2,4,5,"Monkey"
"gorilla","informative",25,5,5,5,5,"this shown about love between animals and humans"
"loris","informative",42,4,4,4,4,"FIVE"
"loris","no context",32,2,5,4,4,"Lovely"
"loris","no context",29,5,2,1,5,"Animal"
"gorilla","informative",30,1,1,1,1,"gorilla"
"loris","no context",25,4,4,4,5,"The animal look very cute and nice to watch "
"loris","informative",24,4,5,4,4,"This animal is very quite and domestic animal"
"gorilla","no context",49,4,2,4,5,"HOW NEAR HE SEEN GORILLA"
"gorilla","informative",32,5,1,1,4,"gorilla"
"loris","no context",40,4,4,4,4,"AGAIN"
"gorilla","informative",55,4,5,5,4,"pet"
"loris","no context",30,4,2,4,2,"GOOG"
"loris","informative",51,5,2,1,5,"animals"
"loris","no context",29,4,4,4,4,"I LIKE THE PET AND LOOK IS VERY CUTE"
"loris","informative",30,4,4,4,4,"animal"
"gorilla","informative",44,4,5,4,5,"PLEASANTABLE"
"loris","informative",25,4,5,4,5,"researched"
"gorilla","no context",45,4,4,4,4,"nice"
"loris","informative",30,4,4,4,4,"good"
"loris","no context",53,4,1,1,4,"Young"
"gorilla","informative",34,4,2,2,4,"beautiful"
"gorilla","informative",25,4,5,5,4,"animals handling"
"loris","informative",30,4,4,5,5,"good"
"gorilla","no context",38,5,5,5,5,"Save wild animals"
"gorilla","no context",79,4,1,1,2,"violation"
"gorilla","no context",40,5,4,4,4,"I feel good and happy"
"loris","informative",25,4,4,4,5,"Torture"
"gorilla","informative",38,4,4,4,4,"IMPORTANT ASPECTS OF WILDLIFE"
"loris","no context",35,5,5,5,5,"CATGAMES IS VERY INTEREST"
"gorilla","informative",35,5,4,4,4,"sad"
"loris","no context",22,4,4,3,3,"LIKE"
"gorilla","informative",25,5,5,4,5,"WOW"
"loris","informative",42,2,4,4,4,"Pets Are secured in country"
"loris","informative",35,3,2,3,5,"Monkey"
"loris","no context",24,2,4,4,5,"love"
"gorilla","no context",60,4,4,4,4,"animal"
"loris","informative",42,3,4,2,5,"its very nice"
"gorilla","no context",46,3,1,1,2,"uncomfortable"
"loris","no context",33,5,5,3,4,"mercy"
"loris","informative",27,5,2,1,4,"Wildlife"
"gorilla","no context",68,4,1,1,4,"scary"
"gorilla","informative",43,5,5,4,4,"EXPECTATION"
"gorilla","informative",24,4,5,4,5,"love "
"gorilla","no context",37,5,5,5,5,"GORILLA "
"gorilla","no context",26,5,5,5,5,"Good ones"
"gorilla","no context",32,4,4,4,4,"pet animals"
"loris","informative",44,4,3,2,5,"Pet"
"gorilla","no context",50,5,3,2,4,"Amazing "
"gorilla","informative",29,4,4,5,4,"amazing"
"loris","informative",41,5,3,4,4,"Monkey"
"loris","informative",35,5,4,5,4,"training"
"gorilla","informative",32,4,4,4,4,"observing"
"loris","no context",32,2,5,4,4,"Satisfaction"
"gorilla","informative",61,5,1,2,5,"Protect"
"loris","no context",27,4,3,3,4,"savings wildlife animals"
"loris","informative",40,5,5,5,5,"animal research"
"gorilla","informative",25,4,4,4,4,"ashok"
"gorilla","no context",36,5,2,5,5,"gorilla"
"gorilla","no context",25,4,2,4,4,"Gorilla"
"gorilla","no context",33,2,2,1,2,"Thrilling"
"gorilla","no context",20,2,2,1,3,"Jungle"
"loris","informative",35,3,2,2,4,"research"
"loris","informative",35,3,2,2,4,"research"
"loris","no context",42,5,1,2,4,"cute "
"loris","no context",42,5,1,2,4,"cute "
"loris","no context",51,2,3,2,3,"sad"
"loris","no context",25,4,4,4,4,"The post is very nice"
"gorilla","no context",31,5,4,4,4,"GORILLA"
"gorilla","no context",58,2,1,5,5,"endangered"
"gorilla","informative",40,2,1,3,2,"Wildlife "
"loris","informative",26,4,5,5,4,"Good ones"
"gorilla","no context",30,4,4,4,4,"monster"
"gorilla","no context",38,5,5,5,5,"the man see the gorilla"
"gorilla","no context",28,4,5,5,4,"good"
"gorilla","no context",28,4,5,5,4,"good"
"loris","no context",40,5,1,1,3,"interesting"
"gorilla","no context",25,5,4,4,5,"When saw gorilla the first thing to strick was they are our previous generation"
"loris","informative",30,4,4,4,4,"good"
"loris","informative",30,4,4,4,4,"good"
"gorilla","informative",66,4,2,4,4,"observed"
"loris","no context",39,5,5,5,5,"pygmy slow loris"
"loris","informative",57,4,2,2,4,"Nothing"
"loris","informative",61,3,1,1,3,"false"
"gorilla","informative",67,4,2,2,2,"Joy"
"gorilla","informative",54,5,1,2,4,"Gorilla"
